locus_tag,gene_name
slr0947,rpaB;  ycf27
ssr0657,ssr0657
sll0670,sll0670
slr0606_5'UTR,slr0606
slr1908_5'UTR,slr1908
ncl1470,ncl1470
sll1214-as,sll1214-as
slr2037,slr2037
slr1842_5'UTR,cysK
slr0839_5'UTR,hemH;  scpA
slr0658-as2,slr0658-as2
sll1685-as,sll1685-as
sll1511,sll1511
ncr0490,ncr0490
ssl2982-as,ssl2982-as
sll0368,pyrR
ncl1510,ncl1510
slr0667,slr0667
sll0728,accA
sll1035,upp
slr1305-as,slr1305-as
ssr2802,ssr2802
sll0396_5'UTR,sll0396
sll1053,sll1053
slr1046,slr1046
sll0524,sll0524
ncr0760,ncr0760
sll0188,sll0188
slr1212,ETR1; uirS
sml0005,psbK
ncr0950,ncr0950
ssl0564-as,ssl0564-as
slr1142-as,slr1142-as
slr1928_5'UTR,pilA5
slr1871-as,slr1871-as
sll1439,sll1439
sll1911,sll1911
ssl0483_5'UTR,ssl0483
sll1051,cpcF
ssl3712,ssl3712
slr1152,slr1152
sll0696,sll0696
sll1121-as4,sll1121
slr1403-as7,slr1403-as7
slr2135,hupE
ssr1528,ssr1528
slr0534-as,slr0534-as
slr0601,slr0601
slr1969_5'UTR,hik24
sll1749a_5'UTR,sll1749a
slr1434,pntB
slr1694,slr1694; pixD
slr0142,slr0142
ssr3307_5'UTR,secG;  ycf47
slr0591_5'UTR,slr0591
sll1326,atpA
sll1938,sll1938
ssr1375,ssr1375
sll0842,nplT
sll0910,sll0910
ssr2898,ssr2898
sll0921-as,sll0921-as
slr1417-as,slr1417-as
slr0208-as2,slr0208-as2
slr2130,aroB
sll1954,sll1954
slr1279_5'UTR,ndhC
slr1856-as,slr1856-as
slr0958_5'UTR,cysS
sll0420,ureB
slr1697-as,slr1697-as
sll1864-as2,sll1864-as2
slr0040-as,slr0040-as
ncr0170,ncr0170
ncr0820,ncr0820
slr0962,slr0962
sll0236,sll0236
slr1942-as,slr1942-as
sll1654-as,sll1654-as
slr1596-as2,slr1596-as2
sll0281,sll0281
slr1583_5'UTR,slr1583
slr1703-as,slr1703-as
slr0467-as,slr0467-as
sll2003_5'UTR,sll2003
sll1534-as,sll1534-as
slr0434-as,slr0434-as
slr0114_5'UTR,slr0114
slr0392,slr0392
slr5054,slr5054
sll1033-as,sll1033-as
sll1192,sll1192
slr1522,slr1522
slr0757,kaiB1
ncr0970,ncr0970
sll1236,sll1236
slr1385,slr1385
slr1552-as,slr1552-as
ncr0075,rnpB
ncl1050,ncl1050
slr7095,slr7095
slr0839,hemH;  scpA
slr0980_5'UTR,slr0980
slr0261-as,slr0261-as
slr2096,slr2096
sgl0001_5'UTR,sgl0001
slr1604,ftsH3
ssr1604_5'UTR,rpl28
sll1372-as,sll1372-as
ncr0080,ncr0080
sll0635,thiE
ssl3093,cpcD
6803t32,6803t32
slr0618-as,slr0618-as
ssr2975,ssr2975
ncr1420,ncr1420
ssl1326,ssl1326
sll0223_5'UTR,ndhB
sll0083-as,sll0083-as
slr1805,hik16
sll1575-as,sll1575-as
sll1531-as,sll1531-as
ncl1440,ncl1440
sll1340,sll1340
slr0356,slr0356
sll1382,petF;  fdx
sll0891-as,sll0891-as
sll1123_5'UTR,sll1123
ncl0640,ncl0640
slr1478,slr1478
slr1655_5'UTR,psaL
sll1932-as,sll1932-as
slr2084,slr2084
sll1695,pilA2
ncr0370,ncr0370
sll6060,sll6060
slr5116,slr5116
sll1679-as,sll1679-as
sll1662,pheA
slr1400-as,slr1400-as
slr0695_5'UTR,slr0695
slr1705-as3,slr1705-as3
slr1200-as,slr1200-as
sll1252,sll1252
ssl3076,ssl3076
slr0952,fbpII
slr0075,ycf16
sll0487_5'UTR,sll0487
sll0524-as,sll0524-as
slr1666_5'UTR,degT
slr1649,slr1649
sll1658-as,sll1658-as
slr1877,hpcE
slr1992,gpx2
sll1423,ntcA;  ycf28
ncr1010,ncr1010
slr0193-as,slr0193-as
slr1041_5'UTR,pilG
slr2002,cphA
sll1242_5'UTR,sll1242
slr0748,slr0748
slr2007-as,slr2007-as
sll1365,sll1365
slr0180,slr0180
sll0944_5'UTR,sll0944
sll1982,sll1982
ncr0070,ncr0070
sll1275_5'UTR,pykF
slr1932,slr1932
sll0040,pixI;  pisI
sll0504,lysA
slr0780-as,slr0780-as
slr2107,kpsM
slr0790,umuC
slr1118,rffM
sll0364,sll0364
slr0533,hik10
slr1511,fabH
sll0833,sll0833
slr1025,slr1025
slr1207,slr1207
sll1482-as,sll1482-as
sll1609,sll1609
sll1163,sll1163
slr0807-as,slr0807-as
slr1315,slr1315
sll1513,ccsA;  ycf5
slr1228,prfC
6803t05,6803t05
slr1205_5'UTR,slr1205
sll0934,ccmA
slr1615,rfbE
sll1987,cpx;  katG
slr0813-as,slr0813-as
slr0936-as,slr0936-as
slr0082,slr0082
sll0744-as,sll0744-as
sll0084,hisB
sll1289-as,sll1289-as
slr0446,dnaX
slr0833,dnaB
sll1816_5'UTR,rps13
sll1496-as,sll1496-as
sll0148-as,sll0148-as
ncl0680,ncl0680
slr0958,cysS
ssl1690,ssl1690
slr0534-as2,slr0534-as2
slr1798,pleD
ssr0109_5'UTR,ssr0109
sll1212,rfbD
sll1289,sll1289
slr0619-as,slr0619-as
slr0518,abfB
sll0575-as,sll0575-as
sll1676,malQ
slr1138-as,slr1138-as
sll1160,sll1160
sll1081,sll1081
slr0700,slr0700
sll0750-as,sll0750-as
sll1888-as,sll1888-as
ssl1045,ssl1045
ssr2551,ssr2551
sll0336-as,sll0336-as
sll0484,sll0484
slr0617,slr0617
sll1652,sll1652
slr1307,slr1307
sll1556-as,sll1556-as
slr2094_5'UTR,fbpI
slr0619,slr0619
sll1598-as,sll1598-as
ncl1300,ncl1300
ssr3451_5'UTR,psbE
sll1787-as,sll1787-as
sll0480,sll0480
ssr2060-as,ssr2060-as
ncr0650,ncr0650
sll1873_5'UTR,sll1873
slr1102-as2,slr1102-as2
slr1096,phdD
slr0079-as,slr0079-as
ssr1375-as,ssr1375-as
slr1643,petH
ncr1480,ncr1480
sll1906-as2,sll1906-as2
ssr5009,ssr5009
sll1342_5'UTR,gap2
ssl2084_5'UTR,acpP
sll1927_5'UTR,sll1927
sll1722,sll1722
slr0872-as2,slr0872-as2
ncr1270,ncr1270
slr0643,slr0643
slr0645,slr0645
ssl1255-as,ssl1255-as
slr0529,ggtB
slr0729,slr0729
ncl0720,ncl0720
slr0357,hisS
sll0048,sll0048
slr1186,slr1186
sll1758_5'UTR,sll1758
ssr2254,ssr2254
slr0946,arsC
ncl0030,ncl0030
ssl3291,ssl3291
sll0381,sll0381
slr1519,hglK
sll0595,sll0595
ncr0930,ncr0930
sll1848,sll1848
slr0354,slr0354
sll1293-as,sll1293-as
slr1491-as,slr1491-as
sll0646,cya2
sll1540-as,sll1540-as
ncl1380,ncl1380
6803t41_5'UTR,6803t41_5'UTR
ssr2315,ssr2315
sll0851,psbC
sml0001_3'UTR,psbI
slr0358-as,slr0358-as
slr0517,slr0517
slr1421,slr1421
ncr1710,ncr1710
sll1950,sll1950
slr0285,slr0285
slr0664,slr0664
slr0609,slr0609
slr8036,slr8036
slr0876,slr0876
slr0606,slr0606
ssl1263_5'UTR,ssl1263
slr2031,rsbU
slr1724,slr1724
slr0953-as,slr0953-as
slr5017,slr5017
sll1623,sll1623
slr1162,slr1162
slr0293-as,slr0293-as
ncl1640,ncl1640
sll1873,sll1873
sll0993,sll0993
sll0296,sll0296
sll0443-as,sll0443-as
slr1946,slr1946
sll1939,sll1939
slr1882,ribF
slr0957_5'UTR,slr0957
sll1929,comE
ssl2781-as,ssl2781-as
ssl2807,ssl2807
sll0354,sll0354
slr0922,pth
slr0080,rnhA
sll1023-as,sll1023-as
sll1397,sll1397
slr0812,slr0812
slr0509,slr0509
sll0336_5'UTR,accD;  ycf11;  zfpA
slr1259,slr1259
sll0834_5'UTR,bicA
sll1665-as,sll1665-as
slr1377,lepB
sll1132,sll1132
slr0065,slr0065
sll0594,sll0594
slr0040-as2,slr0040-as2
sll0837_5'UTR,sll0837
slr1568,slr1568
sll1732-as2,sll1732-as2
slr0536-as,slr0536-as
slr0598,slr0598
ncl1680,ncl1680
slr1652,slr1652
ncl0540,ncl0540
sll1691,sll1691
ssl1047,ssl1047
ncl1570,ncl1570
sll0505-as2,sll0505-as2
sll0654-as2,sll0654-as2
slr0331-as,slr0331-as
sll0622,nadA
sll6055,sll6055
ssl0707,glnB
sll0763-as,sll0763-as
slr1470-as,slr1470-as
slr0757-as2,slr0757-as2
sll0925,sll0925
sll1330_5'UTR,sll1330
slr1319,fecB
sll1193_5'UTR,sll1193
6803t28,6803t28
sll1608,sll1608
sll6109,sll6109
6803t09,6803t09
slr1325-as,slr1325-as
ssr0757,ssr0757
sll0587-as2,sll0587-as2
sll1193-as2,sll1193-as2
slr1608-as3,slr1608-as3
sll1237,hemK
ssl0242,ssl0242
6803t27,6803t27
slr0313,slr0313
slr0404,slr0404
slr0360,slr0360
slr1492,fecB
slr1552,slr1552
slr5010,slr5010
6803t06,6803t06
sll0541-as3,sll0541-as3
sll1669-as,sll1669-as
slr0143-as2,slr0143-as2
sll0062_5'UTR,sll0062
sll0518,sll0518
slr0809,rfbB
sll1142,sll1142
slr1101,slr1101
slr0299,slr0299
sll0194,ycf43
slr0228,ftsH2
slr1462,slr1462
ncl0350,ncl0350
slr7037,slr7037
sll0257,sll0257
slr1311-as,slr1311-as
sll1577,cpcB
sll0760_5'UTR,ycf38
slr0535-as,slr0535-as
slr1652_5'UTR,slr1652
6803t19,6803t19
ncl0290,ncl0290
ncl0050,ncl0050
slr1052,slr1052
sll1752,sll1752
sll1872_5'UTR,lytR
ssr0536_5'UTR,ssr0536
slr0317,slr0317
sll0928_5'UTR,apcD
sll0794-as,sll0794-as
slr1084-as,slr1084-as
slr0770-as,slr0770-as
ssr3570,ssr3570
slr2144,slr2144
ncl0590,ncl0590
slr1521,hflX
sll0871,sll0871
ssl1426-as2,ssl1426-as2
ssl0832,ssl0832
sll0821-as,sll0821-as
sll0644,sll0644
slr0971_5'UTR,slr0971
sll0295,sll0295
sll1079,hypB
sll1874-as,sll1874-as
sll0823-as,sll0823-as
slr0604_5'UTR,lepA
slr1034_5'UTR,ycf41
6803t27_5'UTR,6803t27_5'UTR
sll0897,dnaJ1
slr0980,slr0980
slr1127-as,slr1127-as
slr0993-as,slr0993-as
sll1265-as2,sll1265-as2
sll0812-as2,sll0812-as2
sll0794,corR;  coaR
ssr2699,ssr2699
sll1638-as,sll1638-as
ssr0515,ssr0515
sll0047,ycf12
slr1451,slr1451
sll0711,sll0711
sll0230,sll0230
slr1415-as,slr1415-as
slr0978_5'UTR,slr0978
sll1830-as,sll1830-as
slr1174-as,slr1174-as
sll0269,sll0269
slr0172,guaB
slr0016_5'UTR,slr0016
sll0094_5'UTR,hik37
slr0713-as,slr0713-as
slr1195,slr1195
sll0986,sll0986
ssr3159,ssr3159
slr1627,slr1627
sll0757,purF
sll0067-as,sll0067-as
sll0051_5'UTR,sll0051
slr0210,hik9
slr0611_5'UTR,sds
slr0852_5'UTR,slr0852
slr1575-as,slr1575-as
sll1124-as,sll1124-as
slr0099,slr0099
slr0798-as2,slr0798-as2
slr2032,ycf23
sll1595,kaiC2
slr0751_5'UTR,slr0751
slr0231,slr0231
ncr1590,ncr1590
sll0564-as,sll0564-as
slr0166,slr0166
slr1993,phaA
slr0772_5'UTR,chlB
sll1002_5'UTR,ycf22
slr1597-as,slr1597-as
slr0936,nadC
sll0336,accD;  ycf11;  zfpA
ssr1853,ssr1853
slr0613_5'UTR,slr0613
slr2038,slr2038
slr1216-as,slr1216-as
ncl0930,ncl0930
sll0782,sll0782
slr0252,slr0252
6803t31_5'UTR,6803t31_5'UTR
sll0797,nrsR; rppA
sll1949,sll1949
slr0056-as2,slr0056-as2
slr1403-as2,slr1403-as2
sll1743_5'UTR,rpl11
slr1363,slr1363
slr0952_5'UTR,fbpII
sll0078,thrS
slr0788,slr0788
slr1844-as,slr1844-as
slr0031,slr0031
slr1964_3'UTR,slr1964
slr1468,slr1468
sll0513,sll0513
slr1667,slr1667
sll1812-as,sll1812-as
slr0872,slr0872
slr1794,slr1794
sll1656,sll1656
slr1767,slr1767
sll1783,sll1783
sll1592,sll1592
slr2101-as,slr2101-as
slr1513_5'UTR,sbtB
slr1476-as,slr1476-as
slr0398,slr0398
slr0993-as2,slr0993-as2
sll0680-as,sll0680-as
slr1576,slr1576
slr1600-as2,slr1600-as2
sll0659-as,sll0659-as
ssl0452_5'UTR,nblA1
sll1456,sll1456
slr2098-as,slr2098-as
slr1949_5'UTR,slr1949
ncl0240,ncl0240
sll2002-as,sll2002-as
slr1864,slr1864
slr2001_5'UTR,cphB
sll1888,hik5
sll0777,sll0777
slr0651,slr0651
sll0541-as2,sll0541-as2
sll0238-as,sll0238-as
slr0063-as,slr0063-as
slr1385_5'UTR,slr1385
slr1159,purD
slr1626_5'UTR,slr1626
sll1314,dctP
slr2001-as,slr2001-as
slr0820_5'UTR,slr0820
sll1491,sll1491
ssr1398_5'UTR,rpl33
sll1275-as,sll1275-as
slr0369-as2,slr0369-as2
ssl0787,ssl0787
slr0118_5'UTR,thiC
sll1360-as,sll1360-as
sll1352,sll1352
slr0500,hisB
sll1181-as,sll1181-as
slr0559,natB
slr2132-as,slr2132-as
sll0771_5'UTR,glcP;  gtr
ssr0693,ssr0693
ssl1633_5'UTR,hliC;  scpB
slr1369,cdsA
slr0483,slr0483
sll1470,leuC
sll1418-as,sll1418-as
slr0185,pyrE
ssr2611,ssr2611
slr0949-as,slr0949-as
slr6110-1,slr6110
slr6110-2,slr6110
slr6001,slr6001
ssr6002,ssr6002
ssr6003,ssr6003
slr6004,slr6004
slr6005,slr6005
slr6006,slr6006
slr6007,slr6007
slr6008,slr6008
slr6009,slr6009
sll6010,sll6010
slr6011,slr6011
slr6012,slr6012
slr6013,slr6013
slr6014,slr6014
slr6015,slr6015
slr6016,slr6016
sll6017,sll6017
ssl6018,ssl6018
ssr6019,ssr6019
ssr6020,ssr6020
slr6021,slr6021
slr6022,slr6022
ssl6023,ssl6023
ssr6024,ssr6024
slr6025,slr6025
ssr6026,ssr6026
ssr6027,ssr6027
slr6028,slr6028
slr6029,slr6029
ssr6030,ssr6030
slr6031,slr6031
ssr6032,ssr6032
slr6033,slr6033
slr6034,slr6034
slr6037,slr6037
slr6038,slr6038
slr6039,slr6039
slr6040,slr6040
slr6041,slr6041
slr6042,slr6042
slr6043,slr6043
slr6044,slr6044
slr6045,slr6045
ssr6046,ssr6046
slr6047,slr6047
ssr6048,ssr6048
slr6049,slr6049
slr6050,slr6050
slr6051,slr6051
slr6056,slr6056
slr6057,slr6057
slr6058,slr6058
ssr6062,ssr6062
slr6063,slr6063
slr6064,slr6064
slr6065,slr6065
slr6066,slr6066
slr6067,slr6067
slr6068,slr6068
sll6069,sll6069
slr6070,slr6070
slr6071,slr6071
slr6072,slr6072
slr6073,slr6073
slr6074,slr6074
slr6075,slr6075
sll6076,sll6076
ssl6077,ssl6077
ssr6078,ssr6078
ssr6079,ssr6079
slr6080,slr6080
slr6081,slr6081
ssl6082,ssl6082
ssr6083,ssr6083
slr6084,slr6084
ssr6085,ssr6085
ssr6086,ssr6086
slr6087,slr6087
slr6088,slr6088
ssr6089,ssr6089
slr6090,slr6090
slr6091,slr6091
slr6094,slr6094
slr6095,slr6095
slr6096,slr6096
slr6097,slr6097
ssr6099,ssr6099
slr6100,slr6100
slr6101,slr6101
slr6102,slr6102
slr6103,slr6103
slr6104,slr6104
slr6105,slr6105
slr6106,slr6106
slr6107,slr6107
slr6108,slr6108
sll5132-1,NA
sll5132-2,NA
ssl5001,ssl5001
sll5002,sll5002
sll5003,sll5003
sll5004,sll5004
sll5006,sll5006
ssl5007,ssl5007
ssl5008,ssl5008
sll5014,sll5014
ssl5015,ssl5015
ssl5025,ssl5025
sll5026,sll5026
ssl5027,ssl5027
sll5028,sll5028
sll5030,sll5030
ssl5031,ssl5031
sll5032,sll5032
sll5033,sll5033
sll5034,sll5034
sll5035,sll5035
sll5036,sll5036
ssl5039,ssl5039
sll5041,sll5041
sll5042,sll5042
sll5043,sll5043
sll5044,sll5044
ssl5045,ssl5045
sll5046,sll5046
sll5047,sll5047
sll5048,sll5048
sll5049,sll5049
sll5050,sll5050
sll5052,sll5052
sll5057,sll5057
sll5059,sll5059
sll5060,sll5060
sll5061,sll5061
sll5062,sll5062
sll5063,sll5063
ssl5064,ssl5064
ssl5065,ssl5065
sll5066,sll5066
sll5067,sll5067
ssl5068,ssl5068
sll5069,sll5069
ssl5070,ssl5070
sll5072,sll5072
sll5075,sll5075
sll5076,sll5076
sll5079,sll5079
sll5080,sll5080
sll5081,sll5081
sll5083,sll5083
sll5084,sll5084
sll5086,sll5086
sll5089,sll5089
sll5090,sll5090
ssl5091,ssl5091
sll5094,sll5094
ssl5095,ssl5095
ssl5096,ssl5096
sll5097,sll5097
ssl5098,ssl5098
ssl5099,ssl5099
ssl5100,ssl5100
ssl5103,ssl5103
sll5104,sll5104
sll5107,sll5107
ssl5108,ssl5108
sll5109,sll5109
ssl5113,ssl5113
ssl5114,ssl5114
sll5122,sll5122
sll5123,sll5123
ssl5125,ssl5125
sll5128,sll5128
ssl5129,ssl5129
sll5130,NA
sll5131,NA
sll8049-1,NA
sll8049-2,NA
sll8001,sll8001
sll8002,sll8002
ssl8003,ssl8003
sll8004,sll8004
ssl8005,ssl8005
sll8006,sll8006
sll8007,sll8007
ssl8008,ssl8008
sll8009,sll8009
ssl8010,ssl8010
sll8011,sll8011
sll8012,sll8012
sll8017,sll8017
sll8018,sll8018
sll8019,sll8019
sll8020,sll8020
ssl8024,ssl8024
sll8025,sll8025
sll8027,sll8027
ssl8028,ssl8028
sll8031,ndhK2
sll8032,sll8032
sll8033,sll8033
sll8034,sll8034
sll8035,sll8035
ssl8039,ssl8039
sll8040,sll8040
ssl8041,ssl8041
sll8042,sll8042
sll8043,sll8043
slr8045,slr8045
sll8048,sll8048
sll7106-1,sll7106
sll7106-2,sll7106
sll7001,sll7001
sll7002,sll7002
sll7003,sll7003
ssl7004,ssl7004
sll7006,sll7006
ssl7007,ssl7007
slr7008,slr7008
sll7009,sll7009
ssr7018,ssr7018
ssl7019,ssl7019
ssl7020,ssl7020
ssl7021,ssl7021
ssl7022,ssl7022
sll7027,sll7027
sll7028,sll7028
sll7029,sll7029
sll7030,sll7030
sll7031,sll7031
sll7033,sll7033
sll7034,sll7034
ssl7038,ssl7038
ssl7039,ssl7039
ssl7042,ssl7042
sll7043,sll7043
sll7044,sll7044
ssl7045,ssl7045
ssl7046,ssl7046
sll7047,sll7047
ssl7048,ssl7048
sll7050,sll7050
ssl7051,ssl7051
ssl7053,ssl7053
sll7055,sll7055
sll7056,sll7056
sll7062,sll7062
sll7063,sll7063
sll7064,sll7064
sll7065,sll7065
sll7066,sll7066
sll7067,sll7067
sll7069,sll7069
sll7070,sll7070
ssl7074,ssl7074
sll7075,sll7075
slr7076,slr7076
sll7077,sll7077
sll7078,sll7078
sll7085,sll7085
sll7086,sll7086
sll7087,sll7087
sll7089,sll7089
sll7090,sll7090
sll7103,sll7103
slr7104,slr7104
slr1315-as2,slr1315-as2
slr1315_5'UTR,slr1315
sll1405,sll1405
sll1398_5'UTR,psb28;  psbW;  psb13;  ycf79
slr1498_5'UTR,hypD
sll1060-as,sll1060-as
ssl2064,ssl2064
sll2064_5'UTR,sll2064
slr1124_5'UTR,psp
sll1049_5'UTR,sll1049
slr1128-as2,slr1128-as2
slr1128-as,slr1128-as
slr0731_5'UTR,slr0731
slr0732_5'UTR,slr0732
sll0699,sll0699
sll0698_5'UTR,dspA;  dfr;  hik33;  nblS
slr0737_5'UTR,psaD
ssr1238,ssr1238
slr0743a,slr0743a
ssl0431,ssl0431
slr0238_5'UTR,slr0238
sll0226_5'UTR,ycf4
slr0251_5'UTR,ycf85
ssl0410_5'UTR,ssl0410
6803t01_5'UTR,6803t01_5'UTR
slr1095_5'UTR,slr1095
slr1104_5'UTR,slr1104
ssl2009_5'UTR,ssl2009
slr1790-as,slr1790-as
6803t02_5'UTR,6803t02_5'UTR
sll1663_5'UTR,sll1663
6803t03_5'UTR,6803t03_5'UTR
slr1799_5'UTR,slr1799
sll1656_5'UTR,sll1656
sll1653_5'UTR,menG
sll1651,sll1651
sll1652_5'UTR,sll1652
sll1200_5'UTR,sll1200
slr1295_5'UTR,futA1
sll1193-as,sll1193-as
6803t04_5'UTR,6803t04_5'UTR
slr0963-as2,slr0963-as2
slr0967_5'UTR,slr0967
sll0936_5'UTR,sll0936
sll0928-as3,sll0928-as3
sll0928-as2,sll0928-as2
sll0928-as,sll0928-as
sll0926-as,sll0926-as
sll0926_5'UTR,sll0926
sll0925_5'UTR,sll0925
slr0981_5'UTR,slr0981
slr1611_5'UTR,slr1611
slr1069_5'UTR,slr1069
slr1073_5'UTR,slr1073
slr0681-as,slr0681-as
ncr0180,ncr0180
sll0640-as2,sll0640-as2
sll0640-as,sll0640-as
slr0692_5'UTR,ycf45
slr1600-as,slr1600-as
sll1502_5'UTR,gltB
slr1608-as2,slr1608-as2
slr1609-as2,slr1609-as2
sll1500-as2,sll1500-as2
slr1043_5'UTR,cheW
ssl1918_5'UTR,ssl1918
slr1761_5'UTR,ytfC
sll1642_5'UTR,sll1642
slr1768_5'UTR,slr1768
sml0005_5'UTR,psbK
slr1848_5'UTR,hisD
ssl3342,ssl3342
sll1749a,sll1749a
ncl0210,ncl0210
slr2033_5'UTR,rubA
sml0010,sml0010
slr2046-as2,slr2046-as2
Norf3_5'UTR,Norf3
sll1835_5'UTR,sll1835
sll1830_5'UTR,sll1830
slr1920_5'UTR,slr1920
6803t07_5'UTR,6803t07_5'UTR
slr1020_5'UTR,sqdB
slr1028-as4,slr1028-as4
slr1028-as5,slr1028-as5
slr1378_5'UTR,slr1378
sll1298_5'UTR,clcD
ssr2315_5'UTR,ssr2315
sll1296-as,sll1296-as
sll1294-as,sll1294-as
sll1290_5'UTR,rnb
sll1289-as2,sll1289-as2
ssr2333-as,ssr2333-as
slr1397-as2,slr1397-as2
slr1699_5'UTR,slr1699
sll1582_5'UTR,sll1582
slr1705_5'UTR,aspA
sll1571-as3,sll1571-as3
sll1571-as2,sll1571-as2
sll1571-as,sll1571-as
sll1920_5'UTR,pacS
sll1916_5'UTR,nadD
sll1913_5'UTR,sll1913
sll1084_5'UTR,sll1084
slr1146,slr1146
sml0011,sml0011
sll1071_5'UTR,sll1071
ncl0360,ncl0360
sml0006,rpl36
sll1796_5'UTR,petJ
sll1121-as2,sll1121-as2
slr1208_5'UTR,slr1208
slr1215_5'UTR,slr1215
slr2070_5'UTR,slr2070
sll1967_5'UTR,sll1967
sll1744-as2,sll1744-as2
sll1740_5'UTR,rpl19
ncl0420,ncl0420
sll1737_5'UTR,ycf60
slr1843_5'UTR,zwf
slr1540_5'UTR,slr1540
sll1468_5'UTR,crtR
slr1545_5'UTR,sigG
6803t10_5'UTR,6803t10_5'UTR
ssl2823_5'UTR,ssl2823
slr1549_5'UTR,def
sll1456_5'UTR,sll1456
slr1552-as2,slr1552-as2
ncr0420,ncr0420
slr1234_5'UTR,slr1234
slr1236_5'UTR,slr1236
ssl2250_5'UTR,ssl2250
ssr2061_5'UTR,grxC
ssr2061-as2,ssr2061-as2
slr1435-as,slr1435-as
sll1362_5'UTR,ileS
sll1359_5'UTR,sll1359
sll1356_5'UTR,glgP1
slr1442_5'UTR,slr1442
sll1354_5'UTR,recJ
sll1353-as,sll1353-as
sll1352_5'UTR,sll1352
slr1450_5'UTR,slr1450
sll1350_5'UTR,sll1350
sll1349_5'UTR,cbbZp
6803t12_5'UTR,6803t12_5'UTR
sll1280_5'UTR,sll1280
slr1364_5'UTR,bioB
slr1365_5'UTR,bioY
sll2507_5'UTR,sll2507
sll1270_5'UTR,bgtB
slr0875_5'UTR,mscL
slr0881_5'UTR,slr0881
sll0867_5'UTR,sll0867
slr0889_5'UTR,slr0889
sll1308_5'UTR,sll1308
sll1780,sll1780
slr1866-as,slr1866-as
slr1870_5'UTR,slr1870
slr1871_5'UTR,slr1871
ssl3382-as2,ssl3382-as2
slr1874_5'UTR,ddl
sll1762_5'UTR,sll1762
slr1887_5'UTR,hemC
sll2015_5'UTR,sll2015
sll2008_5'UTR,sll2008
slr2136_5'UTR,gcpE
slr2144_5'UTR,slr2144
slr1803-as,slr1803-as
ssl3291_5'UTR,ssl3291
sll1702_5'UTR,ycf51
ncl0550,ncl0550
slr1811_5'UTR,slr1811
slr1813_5'UTR,slr1813
sll1693_5'UTR,sll1693
sll1688_5'UTR,thrC
sll1630_5'UTR,sll1630
sll1628_5'UTR,sll1628
ncr0510,ncr0510
slr1738_5'UTR,slr1738
sll1620_5'UTR,sll1620
slr1747-as,slr1747-as
sll0847_5'UTR,sll0847
sll0847-as,sll0847-as
sll0846_5'UTR,sll0846
ssr2078_5'UTR,ssr2078
ssr2078-as2,ssr2078-as2
slr1251_5'UTR,cyp
sll1151_5'UTR,sll1151
sll1150_5'UTR,sll1150
sll1147_5'UTR,sll1147
sll1960_5'UTR,sll1960
Norf5_5'UTR,Norf5
sll1950_5'UTR,sll1950
slr2067-as,slr2067-as
sll1906_5'UTR,sll1906
slr1715,slr1715
ssl3142_5'UTR,ssl3142
slr1717_5'UTR,slr1717
slr1724_5'UTR,slr1724
slr1727_5'UTR,slr1727
slr0260_5'UTR,cobO
slr0261-as2,slr0261-as2
sll0250_5'UTR,dfp
sll0247-as,sll0247-as
sll0244_5'UTR,galE
slr2083-as,slr2083-as
slr2083-as2,slr2083-as2
sll1988_5'UTR,hsp33
slr2089-as3,slr2089-as3
sll1984,sll1984
sll1983,sll1983
sll1982_5'UTR,sll1982
ssr3550_5'UTR,ssr3550
slr2104_5'UTR,hik22
sll1429_5'UTR,sll1429
sll1424_5'UTR,sll1424
sll1423_5'UTR,ntcA;  ycf28
slr1510_5'UTR,plsX
ssr2549_5'UTR,ssr2549
sll2001_5'UTR,lap
6803t16_5'UTR,6803t16_5'UTR
slr2108_5'UTR,kpsT
sll1999,sll1999
sll1997,sll1997
slr2112,slr2112
slr2113,slr2113
slr2122_5'UTR,slr2122
slr2124_5'UTR,slr2124
slr2125_5'UTR,slr2125
sll1994a,petL
ssl3803,ssl3803
sll1994a_5'UTR,petL
ssr3588_5'UTR,ssr3588
slr1322_5'UTR,tldD
slr1322-as,slr1322-as
sll1234_5'UTR,ahcY
sll1219_5'UTR,sll1219
sll0812_5'UTR,sll0812
6803t17_5'UTR,6803t17_5'UTR
sll0808_5'UTR,sll0808
6803t18_5'UTR,6803t18_5'UTR
sll1256,sll1256
slr1338_5'UTR,slr1338
sll1254_5'UTR,sll1254
sll1252_5'UTR,sll1252
slr1347_5'UTR,icfA
sll1247_5'UTR,sll1247
sll1244_5'UTR,rpl9
slr1353_5'UTR,slr1353
slr1959_5'UTR,slr1959
ssl3573_5'UTR,ssl3573
slr1975_5'UTR,slr1975
ncr0790,ncr0790
slr1982_5'UTR,slr1982
slr1984_5'UTR,nbp1; rps1b
smr0010_5'UTR,petG
smr0011_5'UTR,rpl34
slr1470_5'UTR,slr1470
sll1382_5'UTR,petF;  fdx
6803t20_5'UTR,6803t20_5'UTR
sll1377_5'UTR,sll1377
slr1265_5'UTR,rpoC1
slr1267_5'UTR,ftsW
sll1174_5'UTR,sll1174
ncr0840,ncr0840
sll1444_5'UTR,leuD
slr1530-as_5'UTR,NA
slr1530_5'UTR,slr1530
sll1436,sll1436
slr1159_5'UTR,purD
slr1171-as,slr1171-as
ssr2803_5'UTR,ssr2803
slr1682_5'UTR,slr1682
slr1686_5'UTR,slr1686
slr1689_5'UTR,fpg
slr0940_5'UTR,crtQ-2
